vertexes,edges,density,time
72,4345,0.85,87.94803603332184
73,4467,0.85,91.63011396658476
74,4591,0.85,96.18355833334438
75,4717,0.85,99.87133470002239
76,4845,0.85,104.26787226663994
77,4974,0.85,108.34331250002833
78,5105,0.85,112.16536110005109
79,5237,0.85,115.96354999999978
80,5372,0.85,120.54156393326896
81,5508,0.85,125.22311380002975
82,5645,0.85,129.87029593336956
83,5785,0.85,135.44919299997673
84,5926,0.85,140.302086066716
85,6069,0.85,145.03173053326464
86,6213,0.85,149.77394580003724
87,6359,0.85,155.5716749666317
88,6507,0.85,160.68172216672187
89,6657,0.85,166.30363469997368
90,6808,0.85,175.70423203334636
91,6961,0.85,178.9511041333602
92,7116,0.85,185.40768750003735
93,7272,0.85,189.82563883338722
94,7430,0.85,195.92127643331878
95,7590,0.85,202.51940266662132
96,7752,0.85,210.08988610001325
97,7915,0.85,216.820398466704
98,8080,0.85,225.3680791666587
99,8246,0.85,232.15484293333853
100,8415,0.85,238.1673805334079
1,0,0.9,0.0015069333130668383
2,1,0.9,0.0034373999824310886
3,5,0.9,0.009115266660349638
4,10,0.9,0.01857776677146224
5,18,0.9,0.03491236661830044
6,27,0.9,0.05851666671029913
7,37,0.9,0.09073043329408392
8,50,0.9,0.13403339997542693
9,64,0.9,0.18672216669983754
10,81,0.9,0.25451383333650784
11,99,0.9,0.3370998666620532
12,118,0.9,0.429280599928461
13,140,0.9,0.5500223333153068
14,163,0.9,0.6813944666040092
15,189,0.9,0.8315597332966718
16,216,0.9,1.006984700021955
17,244,0.9,1.2040957332828839
18,275,0.9,1.4224164999783777
19,307,0.9,1.6529220999624765
20,342,0.9,1.9389915999757552
21,378,0.9,2.3134026666260374
22,415,0.9,2.5684944666409137
23,455,0.9,2.9379639000429356
24,496,0.9,3.324262466685468
25,540,0.9,3.764794399952128
26,585,0.9,4.220688766660412
27,631,0.9,4.7404389333829995
28,680,0.9,5.260418233319797
29,730,0.9,5.860099966669925
30,783,0.9,6.480919566638477
31,837,0.9,7.104762599950239
32,892,0.9,7.825579133304927
33,950,0.9,8.56684300000173
34,1009,0.9,9.43337766661898
35,1071,0.9,10.265358266694117
36,1134,0.9,11.291826533351923
37,1198,0.9,12.299651433325684
38,1265,0.9,13.280626300047516
39,1333,0.9,14.3099417333057
40,1404,0.9,15.434770899992145
41,1476,0.9,16.579252833374387
42,1549,0.9,17.838415333320274
43,1625,0.9,19.186825133313807
44,1702,0.9,20.64680413329067
45,1782,0.9,21.890406900001835
46,1863,0.9,23.59070823337485
47,1945,0.9,25.16100429998005
48,2030,0.9,26.866911000070104
49,2116,0.9,28.575709733377153
50,2205,0.9,30.373195766636247
51,2295,0.9,32.32105550000597
52,2386,0.9,34.43945546675119
53,2480,0.9,36.2033959333227
54,2575,0.9,38.43451789998653
55,2673,0.9,40.763086133286684
56,2772,0.9,42.98732079998141
57,2872,0.9,45.1695667333297
58,2975,0.9,47.69040123336102
59,3079,0.9,50.138467966705015
60,3186,0.9,52.854758266660916
61,3294,0.9,55.78503329998057
62,3403,0.9,58.3946959333692
63,3515,0.9,63.29742779997408
64,3628,0.9,65.53936659997817
65,3744,0.9,67.70834446663987
66,3861,0.9,70.6676055333143
67,3979,0.9,74.0890540667048
68,4100,0.9,77.34188329997475
69,4222,0.9,80.39195146661768
70,4347,0.9,84.09454313338453
71,4473,0.9,87.39862503334734
72,4600,0.9,91.26711943325365
73,4730,0.9,95.05160843332305
74,4861,0.9,99.15996123333268
75,4995,0.9,102.82854446662289
76,5130,0.9,107.0810779333442
77,5266,0.9,111.2075943999874
78,5405,0.9,115.71848046667886
79,5545,0.9,120.21555829998458
80,5688,0.9,124.95137786669754
81,5832,0.9,130.0252250333718
82,5977,0.9,134.4796431000153
83,6125,0.9,139.83799303334004
84,6274,0.9,145.41173886667215
85,6426,0.9,150.98042926671647
86,6579,0.9,155.2767444000286
87,6733,0.9,160.46063336669553
88,6890,0.9,166.2970929667002
89,7048,0.9,172.05787916665636
90,7209,0.9,177.45479726660656
91,7371,0.9,183.80112916668926
92,7534,0.9,190.28543069995672
93,7700,0.9,196.54365546668183
94,7867,0.9,202.55364853337596
95,8037,0.9,210.01224593334578
96,8208,0.9,218.67804860004676
97,8380,0.9,224.6910777334051
98,8555,0.9,232.65231120000558
99,8731,0.9,236.98205946667863
100,8910,0.9,245.2813916000044
1,0,0.95,0.0010542333257035352
2,1,0.95,0.0034874667107942514
3,5,0.95,0.009037466710045313
4,11,0.95,0.01983333331736503
5,19,0.95,0.03582923336580279
6,28,0.95,0.06011113335565218
7,39,0.95,0.09375286663271254
8,53,0.95,0.13621390003208944
9,68,0.95,0.19233610000810586
10,85,0.95,0.26064433336614456
11,104,0.95,0.34561793337767693
12,125,0.95,0.44411116664377914
13,148,0.95,0.5611042333233248
14,172,0.95,0.7071638667033161
15,199,0.95,0.8573985666468312
16,228,0.95,1.0427540666569257
17,258,0.95,1.2389416999667446
18,290,0.95,1.473095866716297
19,324,0.95,1.7399666000073921
20,361,0.95,2.008968066684247
21,399,0.95,2.3100708666940286
22,438,0.95,2.6737693666291307
23,480,0.95,3.0172764000174843
24,524,0.95,3.4288624666714895
25,570,0.95,3.8627125333277945
26,617,0.95,4.372455466697526
27,666,0.95,4.939176433360141
28,718,0.95,5.492777699995107
29,771,0.95,6.0872320000423015
30,826,0.95,6.724343133297832
31,883,0.95,7.43593746666799
32,942,0.95,8.173638833295627
33,1003,0.95,8.9800513332951
34,1065,0.95,9.82296113332571
35,1130,0.95,10.761802633320864
36,1197,0.95,11.667062666720085
37,1265,0.95,13.051917999973739
38,1335,0.95,13.926102866707879
39,1407,0.95,14.876907100006065
40,1482,0.95,16.074283333333977
41,1558,0.95,17.195090333310265
42,1635,0.95,18.619073699968187
43,1715,0.95,19.87917213335398
44,1797,0.95,21.301080566702996
45,1881,0.95,22.74233479997747
46,1966,0.95,24.359048599990274
47,2053,0.95,25.91861109998111
48,2143,0.95,27.679708266668968
49,2234,0.95,31.182584766672033
50,2327,0.95,31.338577833321324
51,2422,0.95,33.37843326667098
52,2519,0.95,35.34726110004461
53,2618,0.95,37.27803889999753
54,2718,0.95,39.49282226669008
55,2821,0.95,41.72955973332743
56,2926,0.95,44.66304026673242
57,3032,0.95,46.37607086668444
58,3140,0.95,48.98456243325503
59,3250,0.95,51.774901533326556
60,3363,0.95,54.80832640000699
61,3477,0.95,57.272822100033714
62,3592,0.95,60.407330666672955
63,3710,0.95,63.455786233331914
64,3830,0.95,66.36758883334248
65,3952,0.95,69.65428326670917
66,4075,0.95,72.83684446667091
67,4200,0.95,76.12620976666828
68,4328,0.95,80.08891396666513
69,4457,0.95,87.99683486668073
70,4588,0.95,87.26394166663643
71,4721,0.95,90.83323743331373
72,4856,0.95,95.06889440002244
73,4993,0.95,98.84348616660645
74,5131,0.95,102.93032086660787
75,5272,0.95,107.18585553328619
76,5415,0.95,111.46073603332904
77,5559,0.95,116.05576950002312
78,5705,0.95,120.69200136667557
79,5853,0.95,125.49636123324792
80,6004,0.95,130.99517909995484
81,6156,0.95,135.4933695334997
82,6309,0.95,140.71857083332966
83,6465,0.95,145.2831334666674
84,6623,0.95,150.93212350011527
85,6783,0.95,156.36487783346334
86,6944,0.95,161.61017083322804
87,7107,0.95,166.7493097666617
88,7273,0.95,173.0205929667136
89,7440,0.95,178.81945419997768
90,7609,0.95,186.47037366666459
91,7780,0.95,190.67947633332855
92,7953,0.95,202.92842636663408
93,8128,0.95,204.49273193341165
94,8304,0.95,211.56197500010117
95,8483,0.95,216.5897861
96,8664,0.95,224.62636250005139
97,8846,0.95,230.85345406670967
98,9030,0.95,238.5678098000426
99,9216,0.95,246.1777611668064
100,9405,0.95,253.35709436664425
1,0,1,0.0013624333708624665
2,2,1,0.0034902332724110843
3,6,1,0.009380600113217952
4,12,1,0.019830499907887617
5,20,1,0.037136200080567505
6,30,1,0.062109699926319685
7,42,1,0.09470416668288333
8,56,1,0.14025003320057294
9,72,1,0.1958624665045742
10,90,1,0.26659866659125936
11,110,1,0.35325556658184115
12,132,1,0.4564348332375327
13,156,1,0.5767819998861038
14,182,1,0.7160458332691633
15,210,1,0.8695209000203855
16,240,1,1.0923459000575046
17,272,1,1.2859556001179346
18,306,1,1.5262985001148384
19,342,1,1.7906624999947478
20,380,1,2.068666699900253
21,420,1,2.3932263334245363
22,462,1,2.7477166666358244
23,506,1,3.133066633351215
24,552,1,3.5505221665819895
25,600,1,3.9857276666831845
26,650,1,4.493809800048136
27,702,1,4.983191566619401
28,756,1,5.639188833295823
29,812,1,6.233523633363802
30,870,1,6.9072305666243965
31,930,1,7.589684600073572
32,992,1,8.382726333335691
33,1056,1,9.185600066636349
34,1122,1,10.059586233273876
35,1190,1,10.92758889999459
36,1260,1,12.006787466574073
37,1332,1,13.031618033225337
38,1406,1,14.34264299999389
39,1482,1,15.179781933269018
40,1560,1,16.475816666691873
41,1640,1,17.871090166681824
42,1722,1,19.361955500032007
43,1806,1,20.460754199878767
44,1892,1,22.182362500037318
45,1980,1,23.43704439999783
46,2070,1,25.268352699974155
47,2162,1,26.906136066675874
48,2256,1,28.533923666661092
49,2352,1,30.550164000032964
50,2450,1,32.45990276661056
51,2550,1,34.17624589995588
52,2652,1,36.37489030003659
53,2756,1,38.369370700032356
54,2862,1,40.59645700002269
55,2970,1,43.05487783328014
56,3080,1,45.26762370011662
57,3192,1,47.843612499976494
58,3306,1,50.33135976673293
59,3422,1,52.930931966784556
60,3540,1,55.89963883336774
61,3660,1,58.70549579998018
62,3782,1,62.08460556660308
63,3906,1,64.93264580003597
64,4032,1,67.94510563337705
65,4160,1,71.04612776665817
66,4290,1,74.59309026668659
67,4422,1,77.68097226656512
68,4556,1,81.68305543340466
69,4692,1,84.86994993336339
70,4830,1,88.76274443340056
71,4970,1,92.59361379996942
72,5112,1,96.76445706672894
73,5256,1,101.72921123324461
74,5402,1,105.54128476675639
75,5550,1,110.19511543333162
76,5700,1,117.84316946662632
77,5852,1,119.53005839998998
78,6006,1,123.89055406656553
79,6162,1,129.72729173331268
80,6320,1,134.61269440000856
81,6480,1,139.05273329995302
82,6642,1,144.28575829994466
83,6806,1,149.7160694332706
84,6972,1,155.01190143325707
85,7140,1,160.53179030007718
86,7310,1,167.00471816654195
87,7482,1,172.4886763666594
88,7656,1,178.71235563349424
89,7832,1,185.05970273339094
90,8010,1,190.9962889666834
91,8190,1,196.52880146656267
92,8372,1,207.0676694666569
93,8556,1,210.33213186662275
94,8742,1,216.91965003331765
95,8930,1,223.736261066612
96,9120,1,231.52138333334733
97,9312,1,239.007734633257
98,9506,1,249.87087916670134
99,9702,1,256.2936402667522
100,9900,1,261.7375833333426
